0.5902744,0.70363754,0.2998317,0.46345332,0.7445914,0.24726187,0.59367085,0.42120886,0.59936756,0.5871775,0.6336827
0.45154628,0.4920523,0.47829568,0.48150468,0.27713692,0.8016031,0.59639025,0.33703703,0.41200683,0.6739601,0.17827648
0.64853066,0.26971108,0.44057578,0.71088326,0.6058064,0.19918314,0.27113846,0.67266333,0.7164022,0.21516697,0.8786608
0.56226665,0.61522233,0.18475872,0.310742,0.7381373,0.23060507,0.62131125,0.50455713,0.6647251,0.700058,0.80488116
0.49810156,0.28173882,0.80004394,0.7436261,0.33309954,0.6466503,0.27109683,0.632574,0.27547604,0.28539443,0.35212347
0.7079868,0.80814046,0.40515438,0.53581357,0.7642977,0.36279792,0.32476643,0.46386853,0.4066735,0.24284825,0.470973
0.4634207,0.2180559,0.5812134,0.238157,0.18694732,0.22981541,0.5714292,0.57376826,0.59459585,0.22803403,0.52577084
0.36076012,0.54180187,0.67633003,0.75841296,0.74261,0.8100568,0.55600685,0.6573515,0.57675576,0.5927416,0.7102943
0.49807814,0.45752078,0.39829707,0.6921915,0.43479082,0.20774433,0.4945469,0.8086362,0.3690192,0.3590578,0.78260607
0.512734,0.61313146,0.7096193,0.16876829,0.6282252,0.5178748,0.43798915,0.38219145,0.6743006,0.6212354,0.49201664
0.6581995,0.7490046,0.17003141,0.6718403,0.7580576,0.85381085,0.6035159,0.5402178,0.3735546,0.66747934,0.51195574
0.43763945,0.6480279,0.36964396,0.48883232,0.745016,0.7415276,0.7682147,0.19387035,0.6383371,0.73110706,0.3910625
0.67365366,0.2773422,0.23781462,0.72121847,0.45151532,0.5822793,0.475136,0.33820352,0.60080975,0.41477883,0.593086
0.56269026,0.6623668,0.7205797,0.18780297,0.33645824,0.44927868,0.4487707,0.5581775,0.3928421,0.41064322,0.20562038
0.45548525,0.5950527,0.707914,0.8164258,0.59123534,0.84937227,0.33989656,0.42459166,0.39115694,0.6776266,0.35326707
0.75876105,0.57119626,0.17368907,0.19110881,0.21954642,0.24204732,0.5959767,0.34826463,0.5282598,0.43197575,0.2606107
0.5311616,0.2731069,0.4606483,0.42872366,0.27363166,0.7079314,0.6667275,0.5090605,0.6617999,0.726741,0.59219265
0.48356768,0.30349505,0.6233134,0.58718556,0.31824556,0.1813909,0.2787455,0.47412896,0.53807294,0.12216477,0.44071305
0.54740983,0.87304944,0.5588654,0.34491724,0.8516255,0.70859206,0.50834966,0.43559253,0.40696043,0.7053332,0.20440233
0.65873605,0.4493156,0.2430616,0.6161377,0.2178341,0.20847432,0.45866638,0.4983764,0.3590953,0.24043307,0.30835697
0.24107498,0.438367,0.65300995,0.79296464,0.36184114,0.23935899,0.48972493,0.5791927,0.48903146,0.68916446,0.36759013
0.56162935,0.63345194,0.5551162,0.39680701,0.70704937,0.12038732,0.5347099,0.5514931,0.67626715,0.24164668,0.8139009
0.6981633,0.54546994,0.41102734,0.25230166,0.5116018,0.61197686,0.6425263,0.63845134,0.45178035,0.493802,0.71269464
0.43321604,0.28911784,0.81508934,0.5532737,0.4039847,0.42808858,0.3420849,0.7092852,0.5561978,0.4489412,0.7378708
0.36255538,0.35359648,0.7605798,0.49900207,0.5301692,0.83108747,0.4735546,0.45368734,0.542752,0.35923922,0.3457227
0.5353507,0.27594814,0.36725783,0.79252243,0.5980122,0.6230961,0.3288879,0.61749554,0.46644866,0.52786654,0.79161465
0.39780512,0.63250226,0.5581554,0.466415,0.62672466,0.87506104,0.74655074,0.50963026,0.4877726,0.89913803,0.468501
0.21683668,0.25656113,0.54460406,0.7547359,0.39958942,0.22184011,0.6670221,0.5791573,0.61164725,0.43005362,0.80098164
0.41831025,0.7977726,0.5513057,0.5280094,0.82068765,0.35085008,0.4630499,0.63904536,0.4006311,0.6582127,0.7021557
0.41977194,0.16983101,0.6512255,0.49698713,0.09592652,0.66121566,0.5063402,0.6001059,0.36948216,0.4293699,0.3506196
0.55391043,0.77763397,0.309491,0.6157192,0.7845225,0.5022066,0.51177037,0.33530265,0.56231,0.54271656,0.5259072
0.33725047,0.3731617,0.39364198,0.8641832,0.39563617,0.7378087,0.5039954,0.5949941,0.2915087,0.5893179,0.39268258
0.65702885,0.36665908,0.18374178,0.55907995,0.3958727,0.09194345,0.47028556,0.5828695,0.5730419,0.22758149,0.7605758
0.6999897,0.5923486,0.37844616,0.1747719,0.46431005,0.22239177,0.34434336,0.47286394,0.55851084,0.18171024,0.39669585
0.496736,0.3623286,0.19862722,0.75175834,0.61313343,0.592776,0.67524326,0.4683596,0.5266877,0.76828146,0.72967464
0.33088985,0.6253595,0.4687591,0.52134794,0.49890402,0.20600112,0.75998116,0.4301545,0.5918474,0.7162046,0.49336112
0.5351964,0.5415744,0.41341725,0.6680178,0.6732136,0.17509808,0.50289875,0.7331655,0.61617714,0.6194539,0.85344356
0.7298711,0.4811816,0.5682893,0.4041077,0.47305736,0.80938977,0.24808966,0.49623603,0.37508166,0.3737967,0.2976301
0.7855096,0.65470225,0.41331613,0.40651432,0.7633846,0.6395549,0.32364482,0.5175795,0.66565925,0.31207412,0.7398267
0.39268002,0.5644137,0.58504033,0.7076967,0.37019888,0.44759256,0.38791186,0.33916637,0.4411069,0.34883082,0.17327082
0.4653524,0.7223466,0.55536556,0.2862756,0.58779275,0.35659215,0.57632226,0.336443,0.5177661,0.3838199,0.21014488
0.5740515,0.5447221,0.69822085,0.8032442,0.7078086,0.29261795,0.32718533,0.6126686,0.4620065,0.23670988,0.73871654
0.6258731,0.49593642,0.36236322,0.2405689,0.6280618,0.62435853,0.5935097,0.38286498,0.626364,0.3179468,0.7353228
0.8179439,0.7343823,0.2347257,0.23196113,0.50279707,0.7051016,0.48291922,0.46720886,0.4266634,0.48402432,0.323072
0.6006081,0.2948913,0.5068601,0.21524934,0.20464538,0.66640574,0.5207315,0.3351198,0.5369597,0.38500246,0.41615534
0.18859296,0.41233414,0.7806601,0.362314,0.5034036,0.47401214,0.6048141,0.57461226,0.5198149,0.73928297,0.46592692
0.45119742,0.6148075,0.75200945,0.5205603,0.5335202,0.8794897,0.54857963,0.52738726,0.3025974,0.7752097,0.13438924
0.49522755,0.51472956,0.5794083,0.62224144,0.63484037,0.8587922,0.5552903,0.335682,0.6190866,0.73383874,0.31270888
0.43978488,0.27669275,0.44473737,0.3743226,0.46667945,0.44712025,0.4941045,0.6229094,0.66947633,0.4473354,0.8779776
0.48751748,0.55810875,0.21077608,0.5182698,0.35400385,0.22405653,0.6138025,0.52085125,0.4305542,0.6404409,0.6073311
0.5826374,0.39359003,0.5199012,0.46564776,0.4081892,0.15424588,0.27005324,0.7179555,0.423729,0.17338711,0.74898404
0.710833,0.35575002,0.479454,0.5932302,0.34095985,0.87555516,0.4190305,0.50270075,0.51255226,0.70571715,0.4597796
0.4643262,0.29553574,0.741046,0.32506403,0.4065053,0.12588042,0.40163276,0.41551483,0.6997669,0.30743197,0.5350958
0.26937434,0.56168395,0.7473787,0.42492434,0.40252823,0.3246395,0.50925714,0.73282313,0.39218917,0.47708052,0.6353506
0.610293,0.6819763,0.3335454,0.10726507,0.54344624,0.43731555,0.6478995,0.3883855,0.58995616,0.73522586,0.40256456
0.4463777,0.5321236,0.49634126,0.639346,0.55949724,0.6173127,0.63362765,0.5543768,0.4740071,0.50865525,0.30569318
0.3756337,0.75495344,0.55941087,0.22428612,0.48167318,0.69609725,0.7412844,0.22901683,0.42917737,0.69499433,0.11854802
0.585863,0.75250906,0.39860088,0.49346215,0.44593138,0.36003327,0.45737675,0.6460308,0.32373714,0.535541,0.3173938
0.81395185,0.6795104,0.24803247,0.70967877,0.65292686,0.4894444,0.51956105,0.64010966,0.4874474,0.36853018,0.69124687
0.34774196,0.40560645,0.47034508,0.731402,0.7878165,0.39008898,0.46405536,0.47787705,0.6331582,0.4232866,0.811215
