0.14189146,0.68953836,0.46144447,0.74129516,0.7049429,0.6150682,0.8680202,0.37815624,0.35064557,0.4796153,0.48691514
0.37258375,0.3543827,0.58101344,0.66793036,0.78088975,0.7827034,0.86083776,0.37475067,0.49778256,0.72342074,0.6195284
0.47759813,0.23437952,0.6894218,0.4663063,0.41203126,0.48174736,0.19380112,0.5287621,0.15705726,0.5499414,0.8197863
0.7553632,0.75512624,0.23806407,0.4576178,0.54184574,0.5344849,0.582279,0.31193277,0.5981839,0.47162962,0.5848322
0.44584066,0.53074306,0.5646273,0.5647445,0.5782685,0.4910926,0.64252454,0.33773088,0.29652652,0.63273424,0.43892178
0.70387113,0.5271915,0.6191072,0.2831481,0.3210871,0.5272254,0.26197252,0.64894986,0.76175183,0.71765655,0.783833
0.4517118,0.58402777,0.48663577,0.42137802,0.5349767,0.47320312,0.47079122,0.3436186,0.32205126,0.31967935,0.43633914
0.20550244,0.16003647,0.59986377,0.48463774,0.21104236,0.66394675,0.5563311,0.8747881,0.6536383,0.6619332,0.4931927
0.26141173,0.28513685,0.36071602,0.4085935,0.423071,0.6025662,0.39122528,0.7354457,0.5661725,0.5805389,0.79116523
0.4761917,0.58440834,0.535413,0.66273206,0.7674955,0.56228524,0.71044624,0.23681907,0.25102627,0.50666326,0.6380239
0.7230752,0.23519827,0.7386318,0.6259547,0.46543235,0.4032062,0.4154769,0.21789634,0.18705419,0.7575079,0.74031115
0.56758606,0.87846637,0.58868724,0.40807512,0.53495747,0.29909506,0.34533423,0.31731975,0.24531461,0.3656291,0.41004872
0.6966256,0.8092074,0.24784327,0.5656834,0.6522345,0.5895446,0.37487465,0.52430636,0.6741041,0.2379396,0.21383664
0.52061415,0.26424348,0.6165145,0.6928855,0.885095,0.85037965,0.7575128,0.6421292,0.35940138,0.57243025,0.6793919
0.76814884,0.522187,0.5737934,0.34889773,0.25854984,0.39530638,0.20629987,0.48028797,0.6496746,0.5301294,0.3775593
0.36486396,0.2348233,0.32149148,0.49378505,0.580842,0.68570536,0.55728185,0.63134813,0.65159994,0.61704594,0.82044214
0.55252945,0.6835515,0.34068698,0.47458604,0.55461663,0.5126486,0.48539504,0.5317105,0.6621916,0.3468791,0.37234142
0.7373576,0.69434595,0.32658944,0.3531132,0.5107169,0.49201444,0.37275314,0.5860648,0.83250713,0.544849,0.46077663
0.60138875,0.4793097,0.48955652,0.33470482,0.25386402,0.4042342,0.40098208,0.7474012,0.85704076,0.6010931,0.44620427
0.3335612,0.19958633,0.45369872,0.5427475,0.48670456,0.7319821,0.6220624,0.51362276,0.68175644,0.71966785,0.8182878
0.6791431,0.91717327,0.2870034,0.5284929,0.7293871,0.3910646,0.85787827,0.21367647,0.79801476,0.47661284,0.10711551
0.7662706,0.33459514,0.41151106,0.33220965,0.18137836,0.41813576,0.38304758,0.33849722,0.7579361,0.73280776,0.55732876
0.581035,0.52288115,0.39866734,0.63145345,0.7572092,0.6684248,0.31121927,0.4507197,0.18541098,0.3392978,0.7148749
