0.37168542,0.3118073,0.44160497,0.43854716,0.3909162,0.20339666,0.54626924,0.4223502,0.50640285,0.4610339
0.44146824,0.53342175,0.42032328,0.4371593,0.29483742,0.30980125,0.43712214,0.41751167,0.22750777,0.37258708
0.64237106,0.6219892,0.48306176,0.56673753,0.38176793,0.52213395,0.21576506,0.4958397,0.28024635,0.5758199
0.5918709,0.43335435,0.40544796,0.5690559,0.50916153,0.37461028,0.17949823,0.42296317,0.6719514,0.43354714
0.51004535,0.2698824,0.32469907,0.2751504,0.37139896,0.32070312,0.37766626,0.50093985,0.27879572,0.21374227
0.6454337,0.3824181,0.37370384,0.65865535,0.61681646,0.37913063,0.49789223,0.3078224,0.68754697,0.47528073
0.34939292,0.35464877,0.36124936,0.20588957,0.39748615,0.44333512,0.47714683,0.36254573,0.51128256,0.2881542
0.30424175,0.31402996,0.3452642,0.601942,0.561326,0.36285794,0.82794785,0.35816872,0.5032318,0.6090086
0.51324743,0.53500694,0.5022083,0.6084188,0.31808776,0.440476,0.16229922,0.50774354,0.22836435,0.46947902
0.20352554,0.30946237,0.3940461,0.26211655,0.22085072,0.30732808,0.5802605,0.2705348,0.26447383,0.37158442
0.33346897,0.20302267,0.29374632,0.44691986,0.5164678,0.31390202,0.64390516,0.26873848,0.48121125,0.41885263
0.64345753,0.38586056,0.48518634,0.25461572,0.2502059,0.26649815,0.19689652,0.46269998,0.35422638,0.22894287
0.2553901,0.26621574,0.29125786,0.4849983,0.35603398,0.20199013,0.64976394,0.51320505,0.27434638,0.25357944
0.6044888,0.35607672,0.27100164,0.38241994,0.3847568,0.33640218,0.3441709,0.3569709,0.21627508,0.16116998
0.58427477,0.56173974,0.50734323,0.57636786,0.50098616,0.4770586,0.3940201,0.26704177,0.7078381,0.5704951
0.574698,0.63164896,0.46002075,0.43574655,0.37011215,0.34340557,0.19088155,0.74168295,0.28280568,0.3329911
0.43924975,0.24899407,0.23410021,0.7045234,0.48957357,0.49637914,0.7887929,0.32976973,0.40977272,0.5072271
0.48357698,0.39145115,0.32852098,0.5264322,0.466856,0.2882018,0.6174409,0.4979432,0.49185774,0.38139117
0.36332417,0.5448779,0.45698717,0.19648212,0.22125414,0.33089873,0.29055855,0.37195414,0.22199069,0.24716713
0.5645693,0.3642824,0.40102074,0.3293725,0.4344412,0.35948548,0.2502629,0.17003949,0.5485904,0.39227498
0.61487556,0.43702957,0.31979227,0.30638042,0.34463826,0.5339697,0.28427267,0.2523486,0.4413452,0.2074805
0.44307998,0.49731076,0.422099,0.43544376,0.27433756,0.31637087,0.12048446,0.60349137,0.11580883,0.3313648
0.27042946,0.39902923,0.3103542,0.56283313,0.38055798,0.43527773,0.8026705,0.3143836,0.47432584,0.47280827
0.44611257,0.41610613,0.3253222,0.75440055,0.5715284,0.4051587,0.63645554,0.63934463,0.5089838,0.67319083
0.19466852,0.37030852,0.3472261,0.54802465,0.4983729,0.36343926,0.6247801,0.37783492,0.45847386,0.57916486
0.3836515,0.31513104,0.42231786,0.31694776,0.25886065,0.3452574,0.22084415,0.3094062,0.14994036,0.29986754
0.5654978,0.36322647,0.33259594,0.63969046,0.5361097,0.43668258,0.5558452,0.3047353,0.57966965,0.49840423
0.4113258,0.2528142,0.3122551,0.4206868,0.31083953,0.31429085,0.40582865,0.61437476,0.14433795,0.2752586
0.44491807,0.33675173,0.23554496,0.3357486,0.37122843,0.35597518,0.5928962,0.41907093,0.10851945,0.13613689
0.48028654,0.32333472,0.45373082,0.4193742,0.40967816,0.38999012,0.3939945,0.6014884,0.3811865,0.39462283
0.21942669,0.30523866,0.32287276,0.38412663,0.46863952,0.32556722,0.7541558,0.50774795,0.48520935,0.5015631
0.23431112,0.25278908,0.44808537,0.3352121,0.21506691,0.18096855,0.35757044,0.2320118,0.423957,0.3168905
0.30484456,0.3632985,0.44302624,0.5683296,0.46633533,0.3674716,0.69002426,0.5607863,0.5309204,0.6067246
0.2243479,0.31580868,0.295823,0.5533657,0.42189884,0.33664697,0.68700296,0.5640431,0.31882817,0.37112382
0.5600841,0.5316866,0.4840774,0.57597667,0.36972737,0.40609044,0.13420324,0.67769873,0.44055316,0.48266873
0.26501644,0.34249845,0.33382237,0.61764896,0.52348053,0.28237018,0.768883,0.5832552,0.36764503,0.64241207
0.20685261,0.21085553,0.28845623,0.38813847,0.30896646,0.23852295,0.79171115,0.28913784,0.19652742,0.31430113
0.5337852,0.26768735,0.24410683,0.38736665,0.49267572,0.31360018,0.5720678,0.3359306,0.47392365,0.22360659
0.45671576,0.36724967,0.3760031,0.415584,0.3353257,0.32194626,0.23708147,0.1781337,0.4538267,0.3961602
0.33756104,0.5877235,0.50856614,0.38112372,0.29072303,0.39044866,0.32102153,0.23940162,0.31315807,0.5457837
0.5277333,0.6038445,0.56897295,0.6804139,0.39713576,0.37399554,0.17218071,0.6170087,0.65953696,0.6682937
0.3907801,0.49524912,0.40761036,0.6743629,0.42013273,0.4193378,0.62427604,0.4157055,0.43747047,0.62751377
0.5380299,0.33546016,0.18617868,0.6287051,0.60366094,0.4522047,0.52975446,0.45661044,0.44158146,0.3930548
0.36779538,0.22779195,0.32504055,0.46784878,0.46201628,0.147485,0.46308342,0.5378111,0.31095514,0.32109088
0.4748322,0.39565957,0.38916487,0.40925482,0.31738704,0.29032782,0.31417435,0.46197397,0.23734044,0.25354818
0.37455744,0.42150563,0.47504365,0.20423281,0.25793996,0.48106292,0.26621765,0.20699544,0.4749221,0.19397618
0.6259007,0.5466198,0.51789534,0.6404729,0.4944627,0.46761483,0.17397583,0.4236603,0.5473992,0.6589071
0.55854774,0.59685224,0.46661997,0.46756437,0.3749408,0.4190905,0.1309294,0.37021762,0.32776457,0.4462657
0.265914,0.55833864,0.38306504,0.6186081,0.4004597,0.51279545,0.4540555,0.46814793,0.33696306,0.52145135
0.25205404,0.265574,0.32279482,0.5616605,0.33476204,0.33929536,0.55197537,0.5243805,0.24616604,0.32044342
0.21632501,0.2910853,0.36842158,0.342542,0.2601441,0.3805568,0.55106205,0.35379905,0.27714193,0.38754362
0.43561932,0.40494996,0.53947467,0.4032048,0.29814875,0.33723974,0.14518319,0.36870277,0.44331932,0.50315213
0.64598113,0.41239154,0.40185386,0.5035917,0.62615347,0.36435694,0.43521273,0.46738958,0.80632085,0.40558386
0.48413596,0.26847655,0.26195523,0.33794817,0.40211648,0.29016465,0.5241965,0.2252191,0.2831326,0.28838092
0.4273383,0.34033144,0.27108827,0.55379725,0.48935354,0.3981011,0.7538381,0.3410458,0.3743034,0.39114594
0.26847565,0.32103536,0.32160872,0.32386005,0.26447466,0.2973209,0.38836068,0.3880359,0.17480431,0.21864331
0.34850398,0.49882805,0.3401249,0.48852834,0.45642978,0.46875563,0.70248216,0.5849903,0.38913265,0.43994328
0.55085385,0.2827847,0.23728421,0.3285558,0.4113187,0.41611,0.4748805,0.26782644,0.38163412,0.19175166
0.62620467,0.3397253,0.33957422,0.22026388,0.3259366,0.27870452,0.16067494,0.50564533,0.17936447,0.09443041
0.38843656,0.3692303,0.42561388,0.3956823,0.33952722,0.28834704,0.21812615,0.5151471,0.35032314,0.3489239
0.32771316,0.59354717,0.39923608,0.4831239,0.37567726,0.42455631,0.6284971,0.5147259,0.46252316,0.38532457
